"Date","URL","Title","Site","Tags"
"10/01/2014","http://community.thecord.ca/blog/2014/01/10/2014-election-watch/","2014 election watch","The Cord","waterloo"
"29/01/2014","http://www.570news.com/2014/01/29/whos-running/","Who’s running","570 News","all"
"04/02/2014","http://www.570news.com/2014/02/04/kitchener-will-have-a-new-mayor-in-the-fall/","Kitchener will have a new mayor in the fall","570 News","kitchener"
"07/02/2014","http://community.thecord.ca/blog/2014/02/07/election-watch-2014-the-lrt-has-left-the-station-time-for-candidates-to-move-on/","ELECTION WATCH 2014: The LRT has left the station","The Cord","waterloo"
"18/02/2014","http://www.570news.com/2014/02/18/former-waterloo-cfo-running-for-council/","Former Waterloo CFO running for council","570 News","waterloo"
"27/02/2014","http://www.570news.com/2014/02/27/cambridge-ward-5-councillor-pam-wolf-running-for-re-election/","Cambridge Ward 5 Councillor Pam Wolf running for re-election","570 News","cambridge"
"07/03/2014","http://www.570news.com/2014/03/07/cambridge-council-to-introduce-new-voting-options/","Cambridge council to introduce new voting options","570 News","cambridge"
"19/03/2014","http://www.newhamburgindependent.ca/news/let-the-election-campaigns-begin/","Let the election campaigns begin","New Hamburg Independent","wilmot"
"20/03/2014","http://www.570news.com/2014/03/20/a-4th-candidate-for-mayor-of-waterloo/","A 4th candidate for mayor of Waterloo","570 News","waterloo"
"21/03/2014","http://www.570news.com/2014/03/21/vrbanovic-to-talk-political-future/","Vrbanovic to run for Mayor of Kitchener","570 News","kitchener"
"25/03/2014","http://www.570news.com/2014/03/25/craig-seeking-re-election-in-cambridge/","Craig seeking re-election in Cambridge","570 News","cambridge"
"26/03/2014","http://www.therecord.com/news-story/4430581-mayor-doug-craig-seeking-fifth-term/","Mayor Doug Craig seeking fifth term","The Record","cambridge"
"28/03/2014","http://www.570news.com/2014/03/28/now-three-in-race-for-kitcheners-ward-two/","Now three in race for Kitchener’s Ward Two","570 News","kitchener"
"05/04/2014","http://community.thecord.ca/blog/2014/04/05/dear-mayoral-candidates-an-open-letter/","Dear mayoral candidates: an open letter","The Cord","waterloo"
"25/04/2014","http://observerxtra.com/another-candidate-joins-the-fray-in-woolwichs-ward-3/","Another candidate joins the fray in Woolwich’s Ward 3","ObserverXtra","woolwich"
"28/04/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-woolwich-s-todd-cowan-1.2623982","Waterloo Region votes: 5 questions for Woolwich's Todd Cowan","CBC","woolwich"
"29/04/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-cambridge-s-doug-craig-1.2622187","Waterloo Region votes: 5 questions for Cambridge's Doug Craig","CBC","cambridge"
"30/04/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-north-dumfries-sue-foxton-1.2625755","Waterloo Region votes: 5 questions for North Dumfries' Sue Foxton","CBC","north-dumfries"
"30/04/2014","http://www.newhamburgindependent.ca/news/kelterborn-will-retire-as-two-councillors-compete-to-become-wellesley-mayor/","Ross Kelterborn will retire as two councillors compete to become Wellesley’s next mayor","New Hamburg Independent","wellesley"
"01/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-kitchener-s-dan-glenn-graham-1.2625799","Waterloo Region votes: 5 questions for Kitchener's Dan Glenn-Graham","CBC","kitchener"
"02/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-wellesley-s-paul-hergott-1.2625815","Waterloo Region votes: 5 questions for Wellesley's Paul Hergott","CBC","wellesley"
"05/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-waterloo-s-dave-jaworsky-1.2632237","Waterloo Region votes: 5 questions for Waterloo's Dave Jaworsky","CBC","waterloo"
"07/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-wellesley-s-jim-olender-1.2634724","Waterloo Region votes: 5 questions for Wellesley's Jim Olender","CBC","wellesley"
"08/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-waterloo-s-rami-said-1.2634901","Waterloo Region votes: 5 questions for Waterloo's Rami Said","CBC","waterloo"
"09/05/2014","http://observerxtra.com/two-new-candidates-toss-their-hats-in-for-wellesleys-ward-4/","Two new candidates toss their hats in for Wellesley’s Ward 4","ObserverXtra","wellesley"
"09/05/2014","http://community.thecord.ca/blog/2014/05/09/wheres-the-tech-savvy-mayor-for-a-tech-savvy-town/","Where’s the tech-savvy mayor for a tech savvy town?","The Cord","waterloo"
"12/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-woolwich-s-sandy-shantz-1.2639712","Waterloo Region votes: 5 questions for Woolwich's Sandy Shantz","CBC","woolwich"
"13/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-waterloo-s-erika-traub-1.2641502","Waterloo Region votes: 5 questions for Waterloo's Erika Traub","CBC","waterloo"
"14/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-kitchener-s-berry-vrbanovic-1.2642800","Waterloo Region Votes: 5 Questions for Kitchener's Berry Vrbanovic","CBC","kitchener"
"16/05/2014","http://observerxtra.com/first-candidate-steps-up-in-wellesleys-ward-3/","First candidate steps up in Wellesley’s Ward 3","ObserverXtra","wellesley"
"21/05/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-waterloo-s-dave-macdonald-1.2649461","Waterloo Region Votes: 5 questions for Waterloo's Dave MacDonald","CBC","waterloo"
"30/05/2014","http://observerxtra.com/another-candidate-enters-race-for-wellesley-ward-1/","Another candidate enters race for Wellesley Ward 1","ObserverXtra","wellesley"
"11/06/2014","http://www.waterloochronicle.ca/news/two-more-join-the-race-for-city-council-seats/","Two more join the race for city council seats","Waterloo Chronicle","waterloo"
"18/06/2014","http://www.570news.com/2014/06/18/chair-of-catholic-school-board-to-run-for-city-council/","Chair of Catholic school board to run for city council","570 News","kitchener"
"20/06/2014","http://www.570news.com/2014/06/20/rematch-in-cambridge-for-mayors-seat/","Rematch in Cambridge for Mayor’s seat","570 News","cambridge"
"20/06/2014","http://observerxtra.com/former-councillor-nowak-joins-wellesley-mayoral-race/","Former councillor Nowak joins Wellesley mayoral race","ObserverXtra","wellesley"
"27/06/2014","http://observerxtra.com/another-candidate-joins-the-race-for-woolwich-ward-1/","Another candidate joins the race for Woolwich Ward 1","ObserverXtra","woolwich"
"03/07/2014","http://community.thecord.ca/blog/2014/07/03/elections-call-for-digitized-information-hub/","Elections call for digitized information hub","The Cord","all"
"04/07/2014","http://www.kitchenerpost.ca/news/ward-1-candidate-currently-uncontested-2/","Ward 1 candidate currently uncontested","Kitchener Post","kitchener"
"04/07/2014","http://observerxtra.com/third-candidate-enters-the-race-for-ward-4-in-wellesley/","Third candidate enters the race for Ward 4 in Wellesley","ObserverXtra","wellesley"
"09/07/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-cambridge-s-linda-whetham-1.2700155","Waterloo Region Votes: 5 questions for Cambridge's Linda Whetham","CBC","cambridge"
"09/07/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-kitchener-s-peter-martin-1.2700101","Waterloo Region Votes: 5 Questions for Kitchener's Peter Martin","CBC","kitchener"
"10/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-2-chris-letizi/","Kitchener Votes Ward 2: Chris Letizi","Kitchener Post","kitchener"
"10/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-2-dan-graham/","Kitchener Votes Ward 2: Dan Graham","Kitchener Post","kitchener"
"10/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-2-grayson-zeilstra/","Kitchener Votes Ward 2: Grayson Zeilstra","Kitchener Post","kitchener"
"11/07/2014","http://observerxtra.com/another-candidate-joins-race-for-woolwichs-ward-3/","Another candidate joins race for Woolwich’s Ward 3","ObserverXtra","woolwich"
"11/07/2014","http://observerxtra.com/ward-3s-bryant-seeks-woolwich-mayors-seat/","Ward 3’s Bryant seeks Woolwich mayor’s seat","ObserverXtra","woolwich"
"17/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-3-john-gazzola/","Kitchener Votes Ward 3: John Gazzola","Kitchener Post","kitchener"
"18/07/2014","http://observerxtra.com/new-entrant-makes-it-a-race-in-ward-1/","New entrant makes it a race in Ward 1","ObserverXtra","woolwich"
"24/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-4-rolf-malthaner/","Kitchener Votes Ward 4: Rolf Malthaner","Kitchener Post","kitchener"
"24/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-4-wayne-buchholtz/","Kitchener Votes Ward 4: Wayne Buchholtz","Kitchener Post","kitchener"
"24/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-4-yvonne-fernandes/","Kitchener Votes Ward 4: Yvonne Fernandes","Kitchener Post","kitchener"
"25/07/2014","http://observerxtra.com/planning-is-key-for-latest-hopeful-in-wellesleys-ward-4/","Planning is key for latest hopeful in Wellesley’s Ward 4","ObserverXtra","wellesley"
"31/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-5-kelly-galloway-sealock/","Kitchener Votes Ward 5: Kelly Galloway-Sealock","Kitchener Post","kitchener"
"31/07/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-5-lala-malik/","Kitchener Votes Ward 5: Lala Malik","Kitchener Post","kitchener"
"07/08/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-woolwich-s-bonnie-bryant-1.2728902","Waterloo Region Votes: 5 Questions for Woolwich's Bonnie Bryant","CBC","woolwich"
"07/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-6-paul-singh/","Kitchener Votes Ward 6: Paul Singh","Kitchener Post","kitchener"
"07/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-6-wanda-kampijan/","Kitchener Votes Ward 6: Wanda Kampijan","Kitchener Post","kitchener"
"10/08/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-wellesley-s-joe-nowak-1.2728951","Waterloo Region Votes: 5 Questions for Wellesley's Joe Nowak","CBC","wellesley"
"11/08/2014","http://community.thecord.ca/blog/2014/08/11/shape-the-debate/","Shape the debate","The Cord","all"
"11/08/2014","http://community.thecord.ca/blog/2014/08/11/wild-politics-in-kitchener/","Wild politics in Kitchener","The Cord","kitchener"
"12/08/2014","http://www.570news.com/2014/08/12/former-broadcaster-runs-for-ward-2-seat/","Former broadcaster runs for Ward 2 seat","570 News","kitchener"
"12/08/2014","http://www.newhamburgindependent.ca/news/terry-broda-begins-campaign-to-become-wilmot-townships-next-mayor/","Terry Broda begins campaign to become Wilmot Township’s next mayor","New Hamburg Independent","wilmot"
"13/08/2014","http://www.waterloochronicle.ca/news/first-candidate-declares-in-ward-5/","First candidate declares in Ward 5","Waterloo Chronicle","waterloo"
"13/08/2014","http://www.waterloochronicle.ca/news/former-student-challenging-seiling-for-regional-chair-post/","Former student challenging Seiling for regional chair post","Waterloo Chronicle","waterloo-region"
"14/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-7-bil-ioannidis/","Kitchener Votes Ward 7: Bil Ioannidis","Kitchener Post","kitchener"
"14/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-7-fauzia-mazhar/","Kitchener Votes Ward 7: Fauzia Mazhar","Kitchener Post","kitchener"
"14/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-7-harald-drewitz/","Kitchener Votes Ward 7: Harald Drewitz","Kitchener Post","kitchener"
"15/08/2014","http://www.570news.com/2014/08/15/whaley-files-nomination-papers/","Whaley files nomination papers","570 News","waterloo"
"19/08/2014","http://www.570news.com/2014/08/19/steve-bongelli-running-in-ward-6-in-kitchener/","Steve Bongelli running in Ward 6 in Kitchener","570 News","kitchener"
"20/08/2014","http://www.waterloochronicle.ca/news/whaley-seeks-a-fourth-term-on-waterloo-city-council/","Whaley seeks a fourth term on Waterloo city council","Waterloo Chronicle","waterloo"
"21/08/2014","http://www.570news.com/2014/08/21/a-third-candidate-running-for-mayor-in-cambridge/","A third candidate running for mayor in Cambridge","570 News","cambridge"
"21/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-8-margaret-johnston/","Kitchener Votes Ward 8: Margaret Johnston","Kitchener Post","kitchener"
"21/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-8-zyg-janecki/","Kitchener Votes Ward 8: Zyg Janecki","Kitchener Post","kitchener"
"27/08/2014","http://www.570news.com/2014/08/27/former-mp-karen-redman-running-for-regional-council/","Former MP Karen Redman running for regional council","570 News","waterloo-region"
"28/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-9-frank-etherington/","Kitchener Votes Ward 9: Frank Etherington","Kitchener Post","kitchener"
"28/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-9-steve-strohack/","Kitchener Votes Ward 9: Steve Strohack","Kitchener Post","kitchener"
"28/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-9-terry-ross/","Kitchener Votes Ward 9: Terry Ross","Kitchener Post","kitchener"
"28/08/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-9-tessa-jennison/","Kitchener Votes Ward 9: Tessa Jennison","Kitchener Post","kitchener"
"29/08/2014","http://www.570news.com/2014/08/29/galloway-running-for-regional-council-again/","Galloway running for regional council again","570 News","waterloo-region"
"29/08/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-north-dumfries-kim-denouden-1.2750505","Waterloo Region Votes: 5 Questions for North Dumfries' Kim Denouden","CBC","north-dumfries"
"31/08/2014","http://www.570news.com/2014/08/31/paul-tavares-able-to-run-for-mayor-of-cambirdge/","Paul Tavares able to run for Mayor of Cambridge","570 News","cambridge"
"03/09/2014","http://www.therecord.com/publication-topics/waterlooregionrecord/4902407-wellesley-ward-4","Wellesley Ward 4","The Record","wellesley"
"04/09/2014","http://www.570news.com/2014/09/04/jay-aissa-officially-joins-race-for-regional-chair/","Jay Aissa officially joins race for Regional Chair","570 News","waterloo-region"
"04/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-10-adam-kochanski/","Kitchener Votes Ward 10: Adam Kochanski","Kitchener Post","kitchener"
"04/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-10-james-howe/","Kitchener Votes Ward 10: James Howe","Kitchener Post","kitchener"
"04/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-ward-10-sarah-marsh/","Kitchener Votes Ward 10: Sarah Marsh","Kitchener Post","kitchener"
"04/09/2014","http://community.thecord.ca/blog/2014/09/04/shape-the-debate-creating-connected-community/","Shape the debate: creating connected community","The Cord","all"
"04/09/2014","http://community.thecord.ca/blog/2014/09/04/shape-the-debate-visions-vs-speaking-points/","Shape the debate: visions vs. speaking points","The Cord","all"
"05/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-wilmot-s-terry-broda-1.2756814","Waterloo Region Votes: 5 questions for Wilmot's Terry Broda","CBC","wilmot"
"05/09/2014","http://metronews.ca/news/kitchener/1146193/waterloo-regions-lobby-groups-wade-into-the-municipal-election/","Waterloo Region’s lobby groups wade into the municipal election","Metro","all"
"05/09/2014","http://observerxtra.com/poffenroth-to-seek-second-term/","Poffenroth to seek second term","ObserverXtra","woolwich"
"08/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-wilmot-s-les-armstrong-1.2759480","Waterloo Region Votes: 5 Questions for Wilmot's Les Armstrong","CBC","wilmot"
"09/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/police-to-investigate-woolwich-mayor-todd-cowan-s-expense-claims-1.2760339","Police to investigate Woolwich Mayor Todd Cowan's expense claims","CBC","woolwich"
"10/09/2014","http://www.therecord.com/news-story/4843539-councillor-says-cowan-had-conflict-on-police-referral/","Councillor says Cowan had conflict on police referral","The Record","woolwich"
"10/09/2014","http://www.waterloochronicle.ca/news/lrt-opponent-declares-for-chair/","LRT opponent declares for chair","Waterloo Chronicle","waterloo-region"
"11/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-mayoral-race-berry-vrbanovic/","Kitchener Votes Mayoral Race: Berry Vrbanovic","Kitchener Post","kitchener"
"11/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-mayoral-race-dan-glenn-graham/","Kitchener Votes Mayoral Race: Dan Glenn-Graham","Kitchener Post","kitchener"
"11/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-mayoral-race-james-rhodes/","Kitchener Votes Mayoral Race: James Rhodes","Kitchener Post","kitchener"
"11/09/2014","http://www.kitchenerpost.ca/news/kitchener-votes-mayoral-race-peter-martin/","Kitchener Votes Mayoral Race: Peter Martin","Kitchener Post","kitchener"
"12/09/2014","http://www.570news.com/2014/09/12/final-list-of-mayoral-and-regional-chair-candidates/","Local candidates running in the October 27th municipal election","570 News","all"
"12/09/2014","http://www.570news.com/2014/09/12/today-is-the-nomination-deadline-for-octobers-municipal-vote/","Today is the nomination deadline for October’s municipal vote","570 News","all"
"12/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-municipal-election-candidate-list-finalized-1.2764792","Waterloo Region municipal election candidate list finalized","CBC","all"
"12/09/2014","http://observerxtra.com/and-then-there-were-six-in-woolwich-ward-1-race/","And then there were six in Woolwich Ward 1 race","ObserverXtra","woolwich"
"12/09/2014","http://observerxtra.com/murray-martin-jumps-into-ward-3-race-for-woolwich-council/","Murray Martin jumps into Ward 3 race for Woolwich council","ObserverXtra","woolwich"
"12/09/2014","http://observerxtra.com/police-asked-to-investigate-cowans-expense-claims/","Police asked to investigate Cowan’s expense claims","ObserverXtra","woolwich"
"12/09/2014","http://observerxtra.com/report-paints-unflattering-picture-of-mayors-handling-of-expenses/","Report paints unflattering picture of mayor’s handling of expenses","ObserverXtra","woolwich"
"12/09/2014","http://observerxtra.com/ward-1-candidate-sees-need-for-stronger-representation/","Ward 1 candidate sees need for stronger representation","ObserverXtra","woolwich"
"12/09/2014","http://www.therecord.com/news-story/4857131-some-jockeying-as-election-nomination-deadline-looms/","Some jockeying as election nomination deadline looms","The Record","all"
"12/09/2014","http://www.therecord.com/news-story/4858622-struggling-families-face-rising-taxes-water-bills/","Struggling families face rising taxes, water bills","The Record","all"
"12/09/2014","http://www.therecord.com/news-story/4856967-cowan-expense-review-deepens/","Cowan expense review deepens","The Record","woolwich"
"15/09/2014","http://www.cambridgetimes.ca/news-story/4861411-candidate-watch-teacher-joins-list-of-seven-mayoral-contenders/","Candidate watch: Teacher joins list of seven mayoral contenders","Cambridge Times","cambridge"
"15/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-kitchener-ward-6-profile-1.2766238","Waterloo Region votes: Kitchener Ward 6 profile","CBC","kitchener"
"15/09/2014","http://www.therecord.com/opinion-story/4861254-waste-not-want-not-municipal-election-is-your-opportunity-to-have-a-say/","Waste not, want not – municipal election is your opportunity to have a say","The Record","cambridge,waterloo-region"
"16/09/2014","http://www.570news.com/2014/09/16/list-of-municipal-election-debates-on-rogers-tv/","List of municipal election debates on Rogers TV","570 News","all"
"16/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/regional-chair-candidate-oz-cole-arnal-wants-free-transit-for-poor-1.2768242","Regional chair candidate Oz Cole-Arnal wants free transit for poor","CBC","waterloo-region"
"16/09/2014","http://www.ilcwr.org/news/accessible-voting-municipal-election-2014-city-kitchener-and-city-waterloo","Accessible Voting for Municipal Election 2014: City of Kitchener and City of Waterloo","ILCWR","kitchener,waterloo"
"16/09/2014","http://www.newhamburgindependent.ca/news/late-entrants-look-to-unseat-current-wilmot-councillors/","Late entrants look to unseat current Wilmot councillors","New Hamburg Independent","wilmot"
"16/09/2014","http://www.therecord.com/news-story/4863853-more-cowan-expenses-referred-to-police/","More Cowan expenses referred to police","The Record","woolwich"
"17/09/2014","http://www.570news.com/2014/09/17/mayoral-hopefuls-in-kitchener-square-off/","Mayoral hopefuls in Kitchener square off","570 News","kitchener"
"17/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-kitchener-ward-2-profile-1.2768640","Waterloo Region votes: Kitchener Ward 2 profile","CBC","kitchener"
"17/09/2014","http://www.cbc.ca/news/canada/kitchener-waterloo/waterloo-region-votes-5-questions-for-woolwich-s-doug-hergott-1.2769019","Waterloo Region Votes: 5 Questions for Woolwich's Doug Hergott","CBC","woolwich"
"17/09/2014","http://community.thecord.ca/blog/2014/09/17/waterloo-region-votes-all-candidates/","Waterloo Region votes: All candidates","The Cord","all"
"17/09/2014","http://www.therecord.com/news-story/4865455-full-slate-of-candidates-in-the-running-for-north-dumfries-council/","Full slate of candidates in the running for North Dumfries council","The Record","north-dumfries"
"17/09/2014","http://www.therecord.com/news-story/4865365-candidate-watch-six-candidates-seek-city-s-two-seats-at-regional-council/","Candidate watch: Six candidates seek city’s two seats at regional council","The Record","waterloo-region"
